"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od"
"1:598","36,61 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2022","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","347 795 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u11-ID48qEC","lublin",NA
"1:599","35,07 m²","zapytaj","2 ","do wykonczenia","9/11","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2021",NA,NA,"tak","telewizja kablowa, internet","monitoring / ochrona",NA,"pom. uzytkowe",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/mieszkanie-north-park-b145-ID4abIJ","lublin",NA
"1:600","36,72 m²","pelna wlasnosc","2 ","do wykonczenia","2/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m50-ID4eNIo","lublin",NA
"1:601","32,49 m²","pelna wlasnosc","2 ","do zamieszkania","2/3","zapytaj","zapytaj","garaz/miejsce parkingowe","Film","zapytaj","wtórny","biuro nieruchomosci ","1930","kamienica",NA,"nie",NA,NA,NA,NA,"cegla","275 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-32m2-2-pokoje-widna-kuchnia-ID4e3zh","lublin",NA
"1:602","35,51 m²","zapytaj","2 ","zapytaj","2/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telefon",NA,NA,"oddzielna kuchnia",NA,"257 447,50 zl","https://www.otodom.pl/pl/oferta/2-pokoje-o-pow-35-51-m2-ID4eZAK","lublin",NA
"1:603","34,47 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","341 253 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u37b-ID4dxd6","lublin",NA
"1:604","37,28 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","balkon","170 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2020",NA,"plastikowe","nie",NA,NA,NA,"pom. uzytkowe",NA,"365 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-tuz-przy-zalewie-zemborzyckim-ID4cJ4q","lublin",NA
"1:605","36,72 m²","pelna wlasnosc","2 ","do wykonczenia","parter/6","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m40-ID4eNHJ","lublin",NA
"1:606","32,99 m²","pelna wlasnosc","2 ","do wykonczenia","4/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","326 601 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-mu45a-ID4dztg","lublin",NA
"1:607","31,35 m²","pelna wlasnosc","2 ","do wykonczenia","5/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","310 365 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u29a-ID4dwpB","lublin",NA
"1:608","33,97 m²","zapytaj","2 ","do zamieszkania","1","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2024",NA,NA,"tak","telewizja kablowa, internet","teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,NA,"387 258 zl","https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-orkana-residence-etap-2-b1-07-ID4eRUc","lublin",NA
"1:609","32 m²","zapytaj","1 ","do remontu","3/3","balkon","200 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1960","blok","drewniane","nie","internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"piwnica","cegla","299 000 zl","https://www.otodom.pl/pl/oferta/okazja-inwestycyjna-centrum-ID4ensj","lublin",NA
"1:610","34,17 m²","zapytaj","2 ","do remontu","parter","zapytaj","zapytaj","zapytaj","zapytaj","piece kaflowe","wtórny","biuro nieruchomosci ","1910","kamienica","plastikowe","nie",NA,NA,NA,"oddzielna kuchnia","cegla","220 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-34-17-m-lublin-ID4eRNn","lublin",NA
"1:611","34,08 m²","zapytaj","1 ","do remontu","parter","zapytaj","zapytaj","zapytaj","zapytaj","piece kaflowe","wtórny","biuro nieruchomosci ","1910","kamienica","plastikowe","nie",NA,NA,NA,"oddzielna kuchnia","cegla","190 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-34-08-m-lublin-ID4eRNe","lublin",NA
"1:612","34,47 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","341 253 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-mu41b-ID4dxB0","lublin",NA
"1:613","31,23 m²","pelna wlasnosc","1 ","zapytaj","parter/3","ogródek","240 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,NA,"nie",NA,NA,NA,NA,NA,"227 979 zl","https://www.otodom.pl/pl/oferta/rynek-pierwotny-idealnie-inwestycyjnie-ID4eJO4","lublin",NA
"1:614","36,64 m²","pelna wlasnosc","2 ","do wykonczenia","2/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m51-ID4eNIp","lublin",NA
"1:615","36,64 m²","pelna wlasnosc","2 ","do wykonczenia","1/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m46-ID4eNI5","lublin",NA
"1:616","36,72 m²","pelna wlasnosc","2 ","do wykonczenia","1/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m45-ID4eNI3","lublin",NA
"1:617","36,84 m²","pelna wlasnosc","2 ","do wykonczenia","parter/6","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m41-ID4eNHO","lublin",NA
"1:618","36,23 m²","pelna wlasnosc","2 ","do wykonczenia","5/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m32-ID4eNHb","lublin",NA
"1:619","36,23 m²","pelna wlasnosc","2 ","do remontu","4/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m27-ID4eNGQ","lublin",NA
"1:620","29,49 m²","pelna wlasnosc","1 ","do wykonczenia","3/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m22-ID4eNGI","lublin",NA
"1:621","36,23 m²","pelna wlasnosc","2 ","do wykonczenia","3/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m21-ID4eNGE","lublin",NA
"1:622","37,3 m²","pelna wlasnosc","2 ","do wykonczenia","2/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m17-ID4eNGy","lublin",NA
"1:623","29,49 m²","pelna wlasnosc","1 ","do wykonczenia","2/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m16-ID4eNGx","lublin",NA
"1:624","36,23 m²","pelna wlasnosc","2 ","do wykonczenia","2/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m15-ID4eNGv","lublin",NA
"1:625","29,49 m²","pelna wlasnosc","1 ","do wykonczenia","1/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m10-ID4eNGe","lublin",NA
"1:626","37,3 m²","pelna wlasnosc","2 ","do wykonczenia","1/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m11-ID4eNGf","lublin",NA
"1:627","36,23 m²","pelna wlasnosc","2 ","do wykonczenia","1/6","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m9-ID4eNGb","lublin",NA
"1:628","37,3 m²","pelna wlasnosc","2 ","do wykonczenia","parter/6","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m5-ID4eNFZ","lublin",NA
"1:629","29,49 m²","pelna wlasnosc","1 ","do wykonczenia","parter/6","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m4-ID4eNFl","lublin",NA
"1:630","36,23 m²","pelna wlasnosc","2 ","do wykonczenia","parter/6","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m3-ID4eNFh","lublin",NA
"1:631","30,01 m²","pelna wlasnosc","1 ","do wykonczenia","parter/6","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m2-ID4eNFb","lublin",NA
"1:632","25,54 m²","pelna wlasnosc","1 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-c-mieszkanie-m30-ID4eNC4","lublin",NA
"1:633","25,54 m²","pelna wlasnosc","1 ","do wykonczenia","2/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-c-mieszkanie-m22-ID4eNBG","lublin",NA
"1:634","25,54 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-c-mieszkanie-m14-ID4eNBa","lublin",NA
"1:635","25,46 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-c-mieszkanie-m6-ID4eNzC","lublin",NA
"1:636","25,54 m²","pelna wlasnosc","1 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-ab-mieszkanie-m59-ID4eNyN","lublin",NA
"1:637","25,54 m²","pelna wlasnosc","1 ","do wykonczenia","2/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-ab-mieszkanie-m51-ID4eNyy","lublin",NA
"1:638","25,54 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-ab-mieszkanie-m43-ID4eNxy","lublin",NA
"1:639","25,66 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-ab-mieszkanie-m35-ID4eNxb","lublin",NA
"1:640","25,56 m²","pelna wlasnosc","1 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-ab-mieszkanie-m30-ID4eNx3","lublin",NA
"1:641","25,54 m²","pelna wlasnosc","1 ","do wykonczenia","2/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-ab-mieszkanie-m22-ID4eNvi","lublin",NA
"1:642","34,03 m²","zapytaj","2 ","do wykonczenia","10/11","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2021",NA,NA,"tak","telewizja kablowa, internet","monitoring / ochrona",NA,"oddzielna kuchnia, pom. uzytkowe",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-north-park-b150-ID4abfE","lublin",NA
"1:643","33,05 m²","pelna wlasnosc","2 ","do wykonczenia","parter/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","327 195 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u2b-ID4dwnj","lublin",NA
"1:644","31,35 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","310 365 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-mu9a-ID4dvzm","lublin",NA
"1:645","32 m²","zapytaj","1 ","zapytaj","3/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1960",NA,NA,"nie",NA,NA,NA,NA,NA,"299 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-oddzielna-kuchnia-ul-narutowicza-ID4ell5","lublin",NA
"1:646","34,77 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,"plastikowe","tak",NA,"monitoring / ochrona",NA,"oddzielna kuchnia","pustak","271 206 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-nowej-inwestycji-wrotkow-ID4eLbZ","lublin",NA
"1:647","35,37 m²","zapytaj","2 ","zapytaj","1/2","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"256 432 zl","https://www.otodom.pl/pl/oferta/inwestycja-w-dominowie-mieszkania-od-32-do-90mkw-ID4eL2A","lublin",NA
"1:648","33,92 m²","zapytaj","2 ","do wykonczenia","10/11","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2021",NA,NA,"tak","telewizja kablowa, internet","monitoring / ochrona",NA,"pom. uzytkowe",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-north-park-a80-ID4abgk","lublin",NA
"1:649","34,76 m²","pelna wlasnosc","1 ","zapytaj","parter/3","ogródek","250 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,NA,"nie",NA,NA,NA,NA,NA,"246 796 zl","https://www.otodom.pl/pl/oferta/rynek-pierwotny-idealnie-inwestycyjnie-ID4eJO5","lublin",NA
"1:650","32,4 m²","pelna wlasnosc","2 ","do wykonczenia","parter/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","320 760 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u2a-ID4dwnb","lublin",NA
"1:651","32,99 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","326 601 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u37a-ID4dxd3","lublin",NA
"1:652","32,99 m²","pelna wlasnosc","2 ","do wykonczenia","5/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","326 601 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-u49a-ID4dwrb","lublin",NA
"1:653","35,51 m²","zapytaj","2 ","do wykonczenia","2/2","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","internet",NA,NA,NA,NA,"257 447,50 zl","https://www.otodom.pl/pl/oferta/nowa-inwestycja-w-dominowie-2-pok-2023-ID4eGHU","lublin",NA
"1:654","27,17 m²","pelna wlasnosc","2 ","do remontu","2/2","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1910","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon",NA,NA,NA,"cegla","260 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-po-generalnym-remoncie-ID4eEX4","lublin",NA
"1:655","31,93 m²","pelna wlasnosc","1 ","do wykonczenia","1/6","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak",NA,NA,NA,NA,NA,"271 405 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-czubach-ID4eED0","lublin",NA
"1:656","31,91 m²","pelna wlasnosc","2 ","do wykonczenia","4/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","deweloper","2023","blok","aluminiowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica","cegla","315 909 zl","https://www.otodom.pl/pl/oferta/chodzki-residence-lublin-ul-chodzki-mu44a-ID4dzrP","lublin",NA
"1:657","31,37 m²","zapytaj","1 ","do wykonczenia","> 10/11","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2021",NA,NA,"tak","telewizja kablowa, internet","monitoring / ochrona",NA,"pom. uzytkowe",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/kompaktowe-mieszkanie-north-park-a84-ID4abcC","lublin",NA
"1:658","35,38 m²","zapytaj","1 ","do wykonczenia","3/11","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2021",NA,NA,"tak","telewizja kablowa, internet","monitoring / ochrona",NA,"pom. uzytkowe",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/mieszkanie-w-inwestycji-north-park-b102-ID4acfE","lublin",NA
"1:659","35,58 m²","pelna wlasnosc","2 ","do zamieszkania","1/2","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1910","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica","cegla","260 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-na-dziesiatej-ID4ezUm","lublin","2021-12-13"
"1:660","22,54 m²","pelna wlasnosc","1 ","do remontu","2/2","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1910","kamienica",NA,"nie","telewizja kablowa, internet, telefon",NA,NA,NA,"cegla","220 000 zl","https://www.otodom.pl/pl/oferta/przestronna-kawalerka-po-generalnym-remoncie-ID4ezUl","lublin","2021-12-13"
"1:661","37 m²","zapytaj","1 ","do wykonczenia","1/11","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2021",NA,NA,"tak","telewizja kablowa, internet","monitoring / ochrona",NA,"pom. uzytkowe",NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/mieszkanie-w-inwestycji-north-park-a13-ID4acm8","lublin",NA
"1:662","31,93 m²","zapytaj","1 ","zapytaj","1/6","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2023",NA,NA,"nie",NA,NA,NA,NA,NA,"271 405 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkania-super-lokalizacja-ID4exCX","lublin",NA
"1:663","38 m²","pelna wlasnosc","4 ","do remontu","4/4","zapytaj","430 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1996","blok",NA,"nie","internet",NA,NA,"pom. uzytkowe","cegla","325 000 zl","https://www.otodom.pl/pl/oferta/4-pokoje-na-ponikwodzie-inwestycja-ID4ex0U","lublin",NA
"1:664","36,7 m²","pelna wlasnosc","2 ","zapytaj","3/4","zapytaj","550 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1985","blok",NA,"nie",NA,NA,NA,"piwnica, pom. uzytkowe",NA,"259 000 zl","https://www.otodom.pl/pl/oferta/grenadierow-36-7m2-2-pokoje-parking-ID4evHz","lublin",NA
"1:665","32 m²","udzial","1 ","do remontu","3/3","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"kamienica",NA,"nie",NA,NA,NA,"piwnica, oddzielna kuchnia, pom. uzytkowe","cegla","299 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-w-srodmiesciu-ID4ewfo","lublin",NA
"1:666","32 m²","spóldzielcze wlasnosciowe","1 ","do remontu","3/3","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1960","blok","drewniane","nie",NA,NA,NA,NA,"cegla","299 000 zl","https://www.otodom.pl/pl/oferta/lublin-kawalerka-srodmiescie-ID4esWi","lublin","2021-12-04"
"1:667","36,22 m²","pelna wlasnosc","2 ","do zamieszkania","2/3","balkon","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1950","kamienica","plastikowe","nie",NA,"monitoring / ochrona",NA,"piwnica","cegla","299 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-do-wejscia-na-dziesiatej-ID4esG7","lublin",NA
