"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od"
"1:980","19 m²","zapytaj","1 ","zapytaj","3/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1980",NA,NA,"nie",NA,NA,NA,NA,NA,"270 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-przymorzu-ID4fyso","gdansk",NA
"1:981","35 m²","zapytaj","2 ","zapytaj","3/4","balkon","zapytaj","garaz/miejsce parkingowe","tak","zapytaj","wtórny","biuro nieruchomosci ","1970",NA,NA,"nie",NA,NA,NA,"piwnica",NA,"480 000 zl","https://www.otodom.pl/pl/oferta/wrzeszcz-2-pokoje-z-zamknietym-parkingiem-bez-kw-ID4fxQ5","gdansk",NA
"1:982","21,4 m²","pelna wlasnosc","1 ","do remontu","4/4","zapytaj","320 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1946","kamienica","plastikowe","nie","telewizja kablowa, internet, telefon","domofon / wideofon",NA,"piwnica","cegla","450 000 zl","https://www.otodom.pl/pl/oferta/stare-miasto-kawalerka-150m-do-neptuna-inwestycja-ID4fxg1","gdansk","2022-04-01"
"1:983","36,93 m²","pelna wlasnosc","2 ","do wykonczenia","parter/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,"monitoring / ochrona",NA,NA,NA,"351 124 zl","https://www.otodom.pl/pl/oferta/2-pokoje-blisko-centrum-i-obwodnicy-nowe-ID4ftwq","gdansk",NA
"1:984","33,61 m²","pelna wlasnosc","2 ","do wykonczenia","2/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,"monitoring / ochrona",NA,NA,NA,"317 070 zl","https://www.otodom.pl/pl/oferta/2-pokoje-blisko-centrum-i-obwodnicy-nowe-ID4ftu4","gdansk",NA
"1:985","36,95 m²","pelna wlasnosc","2 ","do wykonczenia","parter/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,"monitoring / ochrona",NA,NA,NA,"348 607 zl","https://www.otodom.pl/pl/oferta/2-pokoje-blisko-centrum-i-obwodnicy-nowe-ID4ftts","gdansk",NA
"1:986","32,71 m²","pelna wlasnosc","2 ","do wykonczenia","3/4","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,"monitoring / ochrona",NA,NA,NA,"310 555 zl","https://www.otodom.pl/pl/oferta/2-pokoje-blisko-centrum-i-obwodnicy-nowe-ID4ftsA","gdansk",NA
"1:987","32,5 m²","pelna wlasnosc","2 ","zapytaj","parter/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2011",NA,NA,"nie",NA,NA,NA,NA,NA,"890 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-niedaleko-plazy-ID4fmyN","gdansk",NA
"1:988","36 m²","pelna wlasnosc","1 ","do wykonczenia","10/17","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"pom. uzytkowe",NA,"479 000 zl","https://www.otodom.pl/pl/oferta/gdansk-od-9900pln-za-m2-blisko-morza-bezposrednio-ID34NYm","gdansk",NA
"1:989","37,07 m²","zapytaj","2 ","do wykonczenia","parter/3","balkon, ogródek","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon",NA,"piwnica",NA,"495 501 zl","https://www.otodom.pl/pl/oferta/wyjatkowy-charakter-i-prestiz-ID4fkUS","gdansk",NA
"1:990","35,73 m²","zapytaj","2 ","zapytaj","parter","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec",NA,"tak",NA,NA,NA,"oddzielna kuchnia",NA,"404 500 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-2-pokoje-jasien-ID4bl1b","gdansk",NA
"1:991","38 m²","zapytaj","2 ","zapytaj","3/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1975",NA,NA,"nie",NA,NA,NA,NA,NA,"519 000 zl","https://www.otodom.pl/pl/oferta/kolobrzeska-przymorze-2-pokoje-ID4fjco","gdansk",NA
"1:992","36,93 m²","zapytaj","2 ","zapytaj","4/5","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"345 295,50 zl","https://www.otodom.pl/pl/oferta/gdansk-lostowice-ID4fj5g","gdansk",NA
"1:993","34,87 m²","pelna wlasnosc","2 ","do wykonczenia","2/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-balkon-bez-prowizji-ID4fiPS","gdansk",NA
"1:994","34,71 m²","pelna wlasnosc","2 ","do wykonczenia","4/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-balkon-bez-prowizji-ID4fiQT","gdansk",NA
"1:995","34,71 m²","pelna wlasnosc","2 ","do wykonczenia","4/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-balkon-bez-prowizji-ID4fiQQ","gdansk",NA
"1:996","32,45 m²","pelna wlasnosc","1 ","do wykonczenia","4/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bez-prowizji-ID4fiQP","gdansk",NA
"1:997","32,5 m²","pelna wlasnosc","1 ","do wykonczenia","4/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bezposrednio-ID4fiQE","gdansk",NA
"1:998","34,87 m²","pelna wlasnosc","2 ","do wykonczenia","4/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-balkon-ID4fiQC","gdansk",NA
"1:999","34,71 m²","pelna wlasnosc","2 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-balkon-ID4fiQx","gdansk",NA
"1:1000","35,26 m²","pelna wlasnosc","1 ","do wykonczenia","4/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-ID4fiQv","gdansk",NA
"1:1001","32,45 m²","pelna wlasnosc","1 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bezposrednio-ID4fiQp","gdansk",NA
"1:1002","34,71 m²","pelna wlasnosc","2 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-balkon-bez-prowizji-ID4fiQq","gdansk",NA
"1:1003","32,5 m²","pelna wlasnosc","1 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-ID4fiQl","gdansk",NA
"1:1004","34,87 m²","pelna wlasnosc","2 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-balkon-bez-prowizji-ID4fiQh","gdansk",NA
"1:1005","34,71 m²","pelna wlasnosc","2 ","do wykonczenia","2/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-balkon-bez-prowizji-ID4fiQc","gdansk",NA
"1:1006","35,26 m²","pelna wlasnosc","1 ","do wykonczenia","3/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4fiQb","gdansk",NA
"1:1007","32,45 m²","pelna wlasnosc","1 ","do wykonczenia","2/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bezposrednio-ID4fiQ5","gdansk",NA
"1:1008","32,5 m²","pelna wlasnosc","1 ","do wykonczenia","2/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bez-prowizji-ID4fiPX","gdansk",NA
"1:1009","35,26 m²","pelna wlasnosc","1 ","do wykonczenia","2/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4fiPP","gdansk",NA
"1:1010","32,5 m²","pelna wlasnosc","1 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-ID4fiPB","gdansk",NA
"1:1011","34,87 m²","pelna wlasnosc","2 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-34m2-balkon-ID4fiPx","gdansk",NA
"1:1012","35,26 m²","pelna wlasnosc","1 ","do wykonczenia","1/4","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4fiPs","gdansk",NA
"1:1013","35,26 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-ogrodek-bez-prowizji-ID4fiPb","gdansk",NA
"1:1014","38 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","4/10","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1975","blok","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"piwnica",NA,"439 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-do-wprowadzenia-1500m-od-morza-ID4fihb","gdansk",NA
"1:1015","22,52 m²","zapytaj","1 ","zapytaj","parter/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2015",NA,NA,"nie",NA,NA,NA,NA,NA,"319 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-nowe-budownictwo-ID4fh8a","gdansk",NA
"1:1016","36,5 m²","pelna wlasnosc","2 ","do wykonczenia","1/3","zapytaj","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1960","kamienica","plastikowe","nie","internet","drzwi / okna antywlamaniowe, domofon / wideofon","lodówka, meble, piekarnik, kuchenka, pralka","piwnica, pom. uzytkowe","cegla","449 000 zl","https://www.otodom.pl/pl/oferta/centrum-wrzeszcza-2-pokoje-parking-od-zaraz-ID4ff4I","gdansk","2022-02-10"
"1:1017","29,8 m²","pelna wlasnosc","1 ","do wykonczenia","1/11","taras","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"459 943 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-taras-bezposrednio-ID4eBai","gdansk",NA
"1:1018","33,84 m²","pelna wlasnosc","1 ","do zamieszkania","parter/4","ogródek, taras","450 zl","garaz/miejsce parkingowe","tak","zapytaj","wtórny","biuro nieruchomosci ","2014",NA,"plastikowe","nie",NA,NA,"meble",NA,NA,"459 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-mozliwe-2-pokoje-ID4fdHP","gdansk",NA
"1:1019","29,3 m²","pelna wlasnosc","1 ","do wykonczenia","1/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"483 021 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-bezposrednio-ID4fc5Z","gdansk",NA
"1:1020","32,7 m²","pelna wlasnosc","1 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bezposrednio-ID4fb60","gdansk",NA
"1:1021","25,2 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-balkon-ID4fb5V","gdansk",NA
"1:1022","27,4 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-bezposrednio-ID4fb5S","gdansk",NA
"1:1023","32,6 m²","pelna wlasnosc","1 ","do wykonczenia","parter/5","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-ogrodek-ID4fb5M","gdansk",NA
"1:1024","25,1 m²","pelna wlasnosc","1 ","do wykonczenia","parter/5","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-ogrodek-bez-prowizji-ID4fb5G","gdansk",NA
"1:1025","30,3 m²","pelna wlasnosc","1 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bezposrednio-ID4fb5D","gdansk",NA
"1:1026","27,4 m²","pelna wlasnosc","1 ","do wykonczenia","5/5","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-bez-posrednikow-ID4fb5B","gdansk",NA
"1:1027","34,6 m²","pelna wlasnosc","1 ","do wykonczenia","parter/5","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-ogrodek-ID4fb5A","gdansk",NA
"1:1028","28,1 m²","pelna wlasnosc","1 ","do wykonczenia","parter/5","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-ogrodek-bezposrednio-ID4fb5y","gdansk",NA
"1:1029","27,4 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-ID4fb5u","gdansk",NA
"1:1030","27,4 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-bez-prowizji-ID4fb5s","gdansk",NA
"1:1031","28,1 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bez-prowizji-ID4fb5p","gdansk",NA
"1:1032","34,6 m²","pelna wlasnosc","1 ","do wykonczenia","parter/5","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-ogrodek-bez-prowizji-ID4fb5n","gdansk",NA
"1:1033","25,1 m²","pelna wlasnosc","1 ","do wykonczenia","parter/5","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-ogrodek-bez-prowizji-ID4fb5o","gdansk",NA
"1:1034","27,4 m²","pelna wlasnosc","1 ","do wykonczenia","parter/5","taras, ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-ogrodek-ID4fb5l","gdansk",NA
"1:1035","28,1 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bez-prowizji-ID4fb5i","gdansk",NA
"1:1036","25,2 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-balkon-bez-prowizji-ID4fb5h","gdansk",NA
"1:1037","25,2 m²","pelna wlasnosc","1 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-balkon-bez-prowizji-ID4fb5e","gdansk",NA
"1:1038","25,1 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-balkon-bezposrednio-ID4fb5f","gdansk",NA
"1:1039","28,1 m²","pelna wlasnosc","1 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bez-prowizji-ID4fb5d","gdansk",NA
"1:1040","27,4 m²","pelna wlasnosc","1 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-bez-prowizji-ID4fb59","gdansk",NA
"1:1041","28,1 m²","pelna wlasnosc","1 ","do wykonczenia","5/5","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-bez-posrednikow-ID4fb5b","gdansk",NA
"1:1042","28,1 m²","pelna wlasnosc","1 ","do wykonczenia","4/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bezposrednio-ID4fb55","gdansk",NA
"1:1043","29,6 m²","pelna wlasnosc","1 ","do wykonczenia","6/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"537 091 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-bez-prowizji-ID4faXn","gdansk",NA
"1:1044","36,94 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","500 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,NA,NA,NA,NA,"900 360 zl","https://www.otodom.pl/pl/oferta/luksus-elegancja-i-duza-dawka-estetyki-ID4faDy","gdansk",NA
"1:1045","25,52 m²","pelna wlasnosc","1 ","do wykonczenia","parter/2","ogródek, taras","400 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,NA,NA,NA,NA,"713 400 zl","https://www.otodom.pl/pl/oferta/luksus-elegancja-i-duza-dawka-estetyki-ID4faDw","gdansk",NA
"1:1046","32,71 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","balkon","350 zl","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","nie",NA,NA,NA,NA,NA,"333 630 zl","https://www.otodom.pl/pl/oferta/2-pokoje-na-poludniu-gdanska-balkon-od-zachodu-ID4f9BJ","gdansk",NA
"1:1047","36,93 m²","pelna wlasnosc","2 ","do wykonczenia","5/5","balkon","240 zl","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"pustak","330 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-zachodnie-najwyzsze-pietro-ID4f97s","gdansk",NA
"1:1048","36 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"apartamentowiec",NA,"tak",NA,NA,NA,NA,NA,"585 000 zl","https://www.otodom.pl/pl/oferta/apartament-2-pok-zajezdnia-wrzeszcz-garaz-ID4f7LY","gdansk",NA
"1:1049","27,05 m²","zapytaj","1 ","do zamieszkania","2/5","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon","meble",NA,NA,"432 800 zl","https://www.otodom.pl/pl/oferta/gotowa-kawalerka-gdansk-ul-walowa-ID4eRYY","gdansk","2021-01-01"
"1:1050","36,3 m²","pelna wlasnosc","1 ","do wykonczenia","1/11","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"555 551 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-36m2-balkon-bezposrednio-ID4f7FJ","gdansk",NA
"1:1051","37,47 m²","pelna wlasnosc","2 ","do wykonczenia","parter/2","ogródek","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"359 712 zl","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-ogrodek-bezposrednio-ID4f6CR","gdansk",NA
